v1,v2
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,"&HEy, are we StIlL on foR LUNCh 2MOrROw?"
ham,dont forget to bring the docss for meetin.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,"HEY, are we STILl ON FoR LuncH 2mOrroW?"
ham,Lookin  forward  2  our  trip  nxt  mnth  🚗.
spam,Work frm home in 2817 hrz/week & earn $$$ fast!
ham,gmOrNiNg! hoPE u hv A pROdUctIvE DAy.
spam,YoU aR!e da lucky WINNER of our mega contest 🎉.
ham,lets catch up ovr ☕ this weekend!
ham,dont forget to bring the docss for meetin.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,plZZ SenD Me THE rEPOrt BY eve.
spam,Claim  ur  fre  coupons  worth  $208  2dayyy.
spam,wORk  FrM  hOmE  In  4312  hRz/WEEk  &  eaRn  $$$  FaSt!
spam,Win  ca$h  prizzzes  instantly  by  ent3ring  thiz  lucky  dr@w!
spam,Work frm home in 3621 hrz/week & earn $$$ fast!
spam,Congratulations!!! You'vvve won a $4615 g!ft card. ClAim n0w!!!
ham,See  ya  at  the  gym  l8er  today  💪.
spam,Act fassst~! L1mited time d!scount on sub$cription.
ham,dont forget to bring the docss for meetin.
ham,lEts Catch UP OVR ☕ ThIS WEEkeND!
spam,you Are DA lUcKy WINNeR of ouR MeGA ContEsT 🎉.
ham,plzz send me the report by eve.
spam,UrGeNT!! YoUR acC0UNt haz BeEn compr0MIsEd... VEr1Fy imM3DiATely.
ham,Se_e ya at the gym l8er today 💪.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,plzz send me the report by #eve.
spam,WOrk FrM hOmE IN 1117 HrZ/wEEk & eArn $$$ fasT!
spam,eXClUSIVE oFfeR!!! bUy 1 gEt 1 FR33 ON AlL prOddUcT\Z.
ham,plzz send me the report by eve.
ham,See ya at the gym l8er today 💪.
ham,PlzZ seNd me THe RePoRt by Eve.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodd^uctz.
ham,happY bdayYY! 🎂 HV a GR8 DAy.
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,Lookin  forward  2  our  trip  nxt  mnth  🚗.
ham,gmorning! hope u hv a productive day.
spam,You Are DA LuckY wINnEr of ouR mEGA CoNT}ESt 🎉.
spam,ClAim  UR  Fre  cOuPOnS  WOrth  $4410  2dAyyy.
ham,Happy  bdayyy!  🎂  hv  a  gr8  day.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,gmorning! hope u hv a productive day@.
ham,gmorning! hope u hv a productive day.
ham,dont forget to bring the docss for meetin.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
ham,See  ya  at  the  gym  l8er  today  💪.
ham,R we meetin at 1 pm 2day?
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,gmOrNiNg! HopE u hv a PRODuCtIV%e Day.
spam,L0AN PRE-APPR0vED ✔✔ ApPLly FastTT.
ham,lookIn  FoRward  2  oUr  trIp  NxT  mnTH  🚗.
ham,R we meetin at 2 pm 2day?
ham,R we meetin at 8 pm 2day?
ham,"he`Y, are wE StiLl On foR lunCh 2Morrow?"
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Claim ur fre coupons= worth $3789 2dayyy.
ham,"Hey, are we still on for lunch 2morrow?"
spam,L0An PRe-aPpR0vED ✔✔ ApplLY FAsTtt.
ham,LetS CaTCH uP Ovr ☕ ThiS wEEKEnD!
ham,lets  catch  up  ovr  ☕  this  weekend!
spam,urGEnt!! your Acc0UNT h}az bEeN COMPR0miSed... Ver1FY IMM3dIAtEly.
ham,See ya aT tHE gym l8Er TODaY 💪.
ham,See ya at the gym l8er today 💪.
spam,Congratulations!!! You'vvve won a $4516 g!ft card. ClAim n0w!!!
ham,gMOrniNG!  hOpe  U  hV  a  proDucTIve  DAy.
ham,Happy  bdayyy!  🎂  hv  a  gr8  day.
ham,plzz send me the report by eve.
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,leTS caTCH UP oVR ☕ ThIs wEEkeNd!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
spam,Work frm home in 2127 hrz/w[eek & earn $$$ fast!
ham,gmORNing! HoPe U hv a producTIVE DAy.
ham,lEts CaTch uP oVr ☕ THIs WeEKeNd!
ham,R we meetin at 11 pm 2day?
ham,SEe  YA  aT  thE  gYm  l8eR  TOdAy  💪.
spam,Congratulations!!! You'vvve @won a $1797 g!ft card. ClAim n0w!!!
ham,DiD U FINiSh tHAT ASsI~GNmNT 4 tmrW?
spam,URGENT!!  Your  acc0unt  haz  been  co?mpr0mised...  ver1fy  imm3diately.
ham,"Happy bda""yyy! 🎂 hv a gr8 day."
spam,WIn CA$(h PrizZzEs iNsTANtLy BY ENt3RinG thiZ LuCKy dr@w!
ham,Did u finish that assignmnt 4 tmrw?
ham,hapPY bDaYYy! )🎂 Hv A gR8 DAY.
ham,Happy bdayyy{! 🎂 hv a gr8 day.
ham,"Hey, are we still on for lunch 2morrow?"
spam,WoRK fRM Home in 3866 HrZ/weeK & EArN $$$ fAst!
ham,"Did u finish tha""t assignmnt 4 tmrw?"
spam,YoU  aRe  da  lucky  WINNER  of  our  mega  contest  🎉.
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,See ya at the gym l8er today 💪.
spam,Congratulations!!!  You'vvve  won  a  $155  g!ft  card.  ClAim&  n0w!!!
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,haPPY bdaYyy! 🎂 hV a Gr8 Day.
ham,"hey, are WE STill ON FoR luNCH 2MoRROW?"
ham,See ya at the gym l8er today 💪.
spam,Act fassst! L1mited time d!.scount on sub$cription.
spam,ExClUSIvE oFFEr!!! BuY 1 GET 1 Fr33 On all proddUctz.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,Did  u  fin<ish  that  assignmnt  4  tmrw?
ham,See ya at the gym l8er today 💪.
ham,lets catch up ovr ☕ this weekend!
ham,dont forget to bring the docss for meetin.
spam,Claim ur fre coupons worth $2357 2dayyy.
ham,dont forget to bring the docss [for meetin.
spam,ACt Fassst! l1mited tIME d!SCoUNt ON SuB$cripTIOn.
spam,l0An pRe-appR0vEd ✔✔ aPpLLy fASTtt.
spam,Work  frm  home  in  2927  hrz/week  &  earn  $$$  fast!
ham,"Hey,  are  we  still  on  for  lunch  2morrow?"
ham,lets  catch  up  ovr  ☕  this  weekend!
spam,AcT FasSST! L1MITED timE d!scouNt On suB$cRIPtion.
ham,gmorning!  hope  u  hv  a  productive  day.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,YoU aRe da lucky WINNER of our> mega contest 🎉.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodd<uctz.
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,Did u finish that assignmnt 4 tmrw?
ham,plzz send me the report by eve.
ham,"Hey, are .we still on for lunch 2morrow?"
ham,lOOKiN fOrward 2 OUR TrIP NXt mntH 🚗.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,r We meeTin AT 5 PM 2DAy?
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,EXclusiVe #OffEr!!! bUY 1 get 1 fR33 On aLL PRODDUcTz.
ham,gMoRNing! HOpE u hv A PRodUCTIVe Day.
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,LetS  CaTCH  up  ovr&  ☕  This  WeEKEnd!
ham,plzz send me the report by eve.
spam,L0an Pre-appr0vE-D ✔✔ apPLlY faSTTT.
spam,UrgeNT!! yOuR ACc0unt HAZ BEEn cOMPr0MISed... VEr1Fy Imm3DiaTelY.
ham,dont forget to bring the d;ocss for meetin.
ham,lOOKIn fOrwarD 2 OuR triP NXT MNTH 🚗.
ham,dont forget to bring the docss for meetin.
spam,"Claim ur fr,e coupons worth $1518 2dayyy."
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,"hey, aRE We STilL On fOR lunCH 2MoRrOW?"
ham,r WE mEetIn aT 2 pM 2DAY?
ham,haPPY bdAYYy! 🎂 Hv a gr8 dAy.
spam,YOu Hv BEEn S3LeCTed fOr A Fr33 vacAT!on. CAlL n0w!
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,SEe yA AT The gyM L8er todAY 💪.
ham,plZZ sENd me thE RepOrt by EVE.
ham,lets catch up ovr ☕ this weekend!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,exClusiVE oFFEr!!! buy 1 Get 1 FR33 On aLL proDductZ.
ham,r WE mEetiN aT 3 PM 2daY?
spam,L0an pre-appr0ved ✔✔ applly fasttt.
spam,claIM uR fRe cOUpOns worTh $1317 2DAyYY.
ham,plzz  send  !me  the  report  by  eve.
ham,Did u finish that assignmnt 4 tmrw?
spam,Congratulations!!! You'vvve won a $1486 g!ft card. ClAim n0w!!!
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,plzz send me the report by eve.
ham,lEts CaTCh up OVR ☕ THiS WEEKeND!
ham,"Hey, are< we still on for lunch 2morrow?"
ham,gmorning!  hope  u  hv  a  productive  day.
spam,aCT fASsSt! L1mitEd time d!SCOUnt oN suB$CriPtION.
ham,"r wE M""EetiN at 11 pm 2DaY?"
spam,URGENT!! Your acc0unt haz been compr0mised&... ver1fy imm3diately.
ham,dont forget to bring the docss for meetin.
ham,Lookin forward 2 our) trip nxt mnth 🚗.
spam,ClaIm UR fRe CoupONS woRth $182 2DAyy'Y.
ham,See ya at the gym l8er today 💪.
ham,See  ya  at  the  gym  l8er  today  💪.
ham,Did u finish that assignmnt 4 tmrw?
ham,gmorning! hope u hv a productive day.
spam,Claim ur fre coupons worth $896 2dayyy.
spam,Claim ur fre coupons worth $2487 2dayyy.
spam,Claim ur fre coupons worth $2626 2dayyy.
ham,dont forget to bring the docss for meetin.
spam,Claim ur fre coupons worth [$1830 2dayyy.
spam,wOrK frM Home iN 4064 HRz/WeEK & EArn $$$ FAST!
ham,dont forget to bring the docss for meetin.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,dont forget to bring the docss for meetin.
ham,"See y,a at the gym l8er today 💪."
spam,Act fassst! L1mited ti.me d!scount on sub$cription.
ham,dont forget to bring the docss for meetin.
spam,Act  fassst!  L1mited  time  d!scount  on  sub$cription.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,Work frm home in 715 hrz/week & earn $$$ fast!
ham,"Hey,  are  we  still  on  for  lunch  2#morrow?"
ham,See ya at the gym l8er today 💪.
ham,SeE yA AT the gYM l8eR ToDaY 💪.
spam,yOu  HV  BEEN  S3lECTED  FOr  A  FR33  vAcAt!ON.  cAll  n0W!
spam,Work frm home in 3599 hrz/week & earn $$$ fast!
spam,Act FAssst! L1Mited tIMe d!ScOunT On SuB$cRiPtioN.
ham,Did u finish that assignmnt 4 tmrw?
ham,lets catch up ovr ☕ this weekend!
ham,LOokIn fORwArD 2 ouR TrIp NxT MnTH 🚗.
ham,SEe ya AT@ the GyM l8ER todAY 💪.
spam,Work f-rm home in 2086 hrz/week & earn $$$ fast!
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,dId U fInIsH tHAt AsSIGNMnT 4 tMrW?
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Claim ur f$re coupons worth $442 2dayyy.
ham,gmorNinG! hoPe u Hv a PROductivE dAy.
spam,congrATulAtioNs!!! yoU'VVVe WON A $950 G!Ft CArD. CLAIm n0w!!!
spam,Work frm home in 290 hrz/week & earn $$$ fast!
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,plZz sENd mE THe REpoRT by EvE.
ham,HaPpy bDaYyy! 🎂 HV A Gr8 dAy.
spam,Congratulations!!! You'vvve won a $4705 g!ft card. ClAim n0w!!!
ham,lets  catch  up  ov'r  ☕  this  weekend!
ham,LetS caTcH Up ovR ☕ tHis WEE(kenD!
ham,lets catch up ovr ☕ this weekend!
ham,Did U FINISh thaT aSSIgnMNt 4 TMRw?
spam,uRGent!! yoUR aCc0unT HAz beeN coMPR0MiSEd... VER1fY IMm3dIATeLy.
spam,Congratulations!!! You'vvve won a $827 g!f|t card. ClAim n0w!!!
spam,YoU aRe da lucky WINNER[ of our mega contest 🎉.
ham,Happ_y  bdayyy!  🎂  hv  a  gr8  day.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Act fassst! L1mited time d!scount on sub$cription.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,dont forget to bring the docss for meetin.
spam,CLAiM Ur fRe cOuPoNS worth $3628 2DAYyy.
spam,L0an Pre-APPR0VED ✔✔ AppLLY fastTT.
spam,urgeNt!! yoUR Acc0UNT HAz beEN CoMpr0MiSEd... Ver1fy iMM3diATELY.
ham,lets catch up ovr ☕ this weekend!
ham,Happy  bdayyy!  🎂  hv  a  gr8  day.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Claim ur fre coupons worth $101 2dayyy.
ham,R  we  meetin  at  8  pm  2day?
ham,plzz send me the report by eve.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
spam,Congratulations!!!  You'vvve  won  a  $3507  g!ft  card.  ClAim  n0w!!!
ham,Lookin forward 2 our trip nxt mnth 🚗}.
ham,R we meeti?n at 3 pm 2day?
ham,lets catch up ovr ☕ this weekend!
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,Did u finish that assignmnt 4 tmrw?
ham,R we meetin at 4 pm 2day?
spam,yOu  Hv  BeEN  s3lECTeD  For  A  Fr33  VAcaT!On.  cALL  N0W!
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,L0an pre-appr0ve'd ✔✔ applly fasttt.
ham,R we meetin at 4 pm 2day?
ham,R we MEeTIN at 4 Pm 2Day?
ham,plzz  send  me  the  report  by  eve.
spam,Act FassSt! l1=mITED time d!ScOUnT oN SUb$CrIPTION.
spam,urGEnt!! yOur aCC0uNT haz BeEn cOmPr0mised... vEr1Fy imm3dIAtELy.
spam,l0aN PRe-APPr0VeD ✔✔ aPplLY fASTTT.
spam,Congratulations!!! You'vvve won a $2647 g!ft card. ClAim n0w!!!
spam,UrGent!! YOuR Acc0UN$T HAZ bEEN coMPr0MISEd... Ver1fy iMM3dIATElY.
ham,dont for;get to bring the docss for meetin.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
spam,yoU ArE da LUCky WiNner OF our mega CoNtEST 🎉.
spam,Congratulations!!! You'vvve won a $4528 g!ft card. ClAim n0w!!!
ham,letS  {CaTCh  UP  OvR  ☕  thiS  wEekeND!
ham,dont  forget  to  bring  the  docss  for  meetin.
ham,letS CaTCh uP ovr ☕ THiS wEeKeNd!
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,yOu  HV  BeEn  S3lecTeD  For  a  fr33  VACat!ON.  CAll  n0w!
spam,L0an pre-appr0ved ✔✔ applly fasttt.
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,dont forget to bring the docss for meetin.
spam,coNGraTUlATioNs!!! yOu'vVve Won A $518 g!Ft CarD. clAIm N0w!!!
ham,R we* meetin at 10 pm 2day?
ham,Happy  bdayyy!  🎂  hv  a  gr8  day.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,lookIn FOrWArD 2 OUR TRip NXT mnTh 🚗.
ham,See yA AT the gYM L8Er tODay 💪.
spam,WORK  frM  HoME  In  %678  hRz/WeEK  &  eArn  $$$  fAsT!
spam,Claim ur fre coupons worth $4526 2dayyy.
spam,Claim ur fre coupons worth $3881 2dayyy.
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,DID U finIsH THaT asSiGNMNT 4 TmrW?
ham,R  we  meetin  at  11  pm  2day?
spam,Work frm home in 4643 hrz/week & earn $$$ fast!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,L0an  pre-appr0ved  ✔✔  applly  fasttt.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,Congratulations!!! You'vvve won a $3249 g!ft card. ClAim n0w!!!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
spam,AcT fAsSST! L1mited time D!sCouNT oN S[uB$cRiPtIon.
spam,Congratulations!!! You'vvve won a .$3952 g!ft card. ClAim n0w!!!
ham,r  WE  MEeTiN  AT  4  Pm  2dAY?
spam,Work frm home in 2918 hrz/week & earn $$$ fast!
spam,UrGENt!! YOUr acC0uNT Haz bEen cOMpR0MisEd... ver1FY Imm3diATElY.
ham,gmorning! hope u hv a productive day.
ham,lets catch up ovr ☕ this weekend!
spam,Win ca$h\ prizzzes instantly by ent3ring thiz lucky dr@w!
spam,ClAIM ur FRE coUPoNS WOrTH $1063 2Dayyy.
spam,yOu HV BEeN S3lECtEd FoR a fr33 VacAT!On. cAlL n0W!
ham,Happy  bdayyy!  🎂  hv  a  gr8  day.
spam,yOu aRe da LUCKy wiNNeR oF oUr meGA ConteSt 🎉.
ham,lOokIn FOrwaRD 2 OuR tRip NxT mntH 🚗.
ham,DONt foRgEt to BRiNG tHe docsS FOr meetIN.
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,Work frm' home in 2843 hrz/week & earn $$$ fast!
ham,gmorning! hope u hv a productive day.
spam,YoU  aRe  da  lucky  WINNER  of  our  mega  contest  🎉.
ham,gmorning! hope u hv a productive day.
spam,Congratulations!!! You'vvve won a $4174 g!ft card. ClAim n0w!!!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,See  ya  at  the  gym  l8er  today  💪.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,Did  u  finish  that  assignmnt  4  tmrw?
ham,See ya at the gym l8er today 💪.
ham,dont forget to bring the docss for meetin.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,leTs cAtCH uP OVR ☕ THIS WeeKenD!
ham,dont  fo%rget  to  bring  the  docss  for  meetin.
spam,Congratulations!!! You'vvve won a $4578 g!ft card. ClAim n0w!!!
spam,wIn cA$H PriZzZEs iNStANTly BY ENt3RINg tHiZ lUCKy DR@W!
ham,plzz send me the report by eve.
ham,PlZz  send  mE  The  ;REpOrT  bY  EVe.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,L0an  pre-appr0ved  ✔✔  applly  fasttt.
ham,haPPY bDAyYY! 🎂 hv A gR8 DaY.
ham,Did u finish that assignmnt 4 tmrw?
ham,dont forget to bring the docss for meetin.
ham,Lookin  forward  2  our  trip  nxt  mnth  🚗.
ham,gmoRning! hoPe u Hv a proDucTIve day.
ham,R we meetin at 6 pm 2day?
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,lets catch up ovr ☕ this weekend!
spam,congratULAtions!!!  yOu'vvVe  wON  a  $259  g!fT  CaRD.  CLaim  N0W!!!
ham,dont forget to bring the docss for meeti)n.
ham,See ya at the gym l8er today 💪.
ham,lets  catch  up  ovr  ☕  this  weekend!
ham,lets catch up ovr ☕ this weekend!
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,See  ya  at  the  gym  l8er  today  💪.
spam,Work  frm  home  in  2927  hrz/week  &  earn  $$$  fast!
ham,R  we  meetin  at  10  pm  2day?
ham,PlZz SEND Me tHe REPOrT BY eVe.
spam,ACT FaSSst! l1mitEd Time D!sCOUNt oN SUb$CRIptION.
ham,Lookin forward 2 our trip nxt| mnth 🚗.
ham,gmorning! hope u hv a productive day.
spam,WOrK Frm home iN 2259 HRZ/weEk & earN $$$ FASt!
ham,See ya at the gym l8er today [💪.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,Congratulations!!! You'vvve won a $1316 g!ft card. ClAim n0w!!!
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,Claim ur fre coupons worth $2436 2dayyy.
ham,plzz sEnd mE ThE rEpOrt By eVe.
ham,"Hey, are we still on for lunch 2morrow?"
ham,"lO""OKIn FoRwaRd 2 OUR TRiP nXT mNtH 🚗."
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,DId u FInisH THAT ASSiGnmNt 4 tMrW?
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,plzz send me the report by eve.
ham,DiD u FiniSH thAT AsSiGNmnT 4 tmrw?
spam,L0an  pre-appr0ved  ✔✔  applly  fasttt.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,gmorning! hope u hv a productive day.
spam,Work frm home in 665 hrz/week )& earn $$$ fast!
ham,R we meetin at 8 pm 2day?
spam,Claim ur fre coupons worth $2089 2dayyy.
spam,aCt fassst! l1MIteD TIME D!sCOunT on sUB$cRiptIoN.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,aCt faSSsT! l1mIteD TIMe d!SCoUnT ON SuB$CrIptIoN.
spam,Claim ur fre coupons worth $475 2dayyy.
ham,gMOrnING! hopE U hv a PRoductIve dAy.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
ham,dont forget to bring _the docss for meetin.
ham,Did  u  finish  that  assignmnt  4  tmrw?
spam,Congratulations!!!  You'vvve  won  a  $3660  g!ft  card.  ClAim  n0w!!!
ham,GmoRNIng! hope U hV a ProduCtiVe Day.
ham,lOOkIN forwArD 2 Our tRIp (NXt mnTH 🚗.
ham,plzz send me the report by eve.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,YoU  aRe  da  lucky  WINNER  of  o!ur  mega  contest  🎉.
ham,"lets"" catch up ovr ☕ this weekend!"
ham,R we meetin at 9 pm 2day?
spam,WiN CA$h pRizzzEs InsTaNtLy bY ENt3ring thIz LucKY DR@W!
ham,plzz send me the r_eport by eve.
ham,gmorning! hope u hv a productive day.
ham,SeE Ya AT thE Gym l8er ToDAY 💪.
spam,YoU  aRe  da  lucky  WINNER  of  our  mega  contest  🎉.
ham,lets  catch  up  ovr  ☕  this  weekend!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,r [We MeeTin AT 4 pm 2Day?
spam,L0An PRe-aPpr0ved ✔✔ apPllY faStTT.
spam,Win ca$h prizzze[s instantly by ent3ring thiz lucky dr@w!
ham,"Hey, are we still on for lunch 2morrow?"
ham,R WE MeETIn At 8 Pm 2dAY?
spam,cONGratulaTions!!! YOU'vVVE won A $2179 g!FT caRD. cLAIm n0W!!!
ham,plzz send me the report by eve.
spam,Win ca$h prizzzes in|stantly by ent3ring thiz lucky dr@w!
ham,lets  catch  up  ovr  ☕  this  weekend!
ham,"HEY, Are wE STIll On foR lUNch 2MOrRow?"
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,plzz send me the report by eve.
ham,gmorning! hope u hv a productive day.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,See ya at the gym l}8er today 💪.
spam,l0AN pRe-aPPr0vED ✔✔ APplLy fAsttT.
spam,Congratulations!!! You'vv?ve won a $4064 g!ft card. ClAim n0w!!!
ham,LoOKIn  FoRwaRD  2  ouR  TRIp  nXt  mnTH  🚗.
ham,"Hey, are we still on for lunch 2morrow?"
ham,dont forget to bring the docss for meetin.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all {prodductz.
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,plzz send me the report by eve.
ham,Lookin  forward  2  our  trip  nxt  mnth  🚗.
ham,sEE ya At THe GYm L8er todaY 💪.
spam,Act fassst! L1mited time d!scount on sub$cription.
spam,l0An PRe-appr0vED ✔✔ aPplLY Fasttt.
ham,"Hey,  are  we  still  on  for  lunch  2morrow?"
ham,lets catch up ovr ☕ this weekend!
ham,plzz send me [the report by eve.
spam,Work frm home in 2361 hrz/week & earn $$$ fast!
ham,gmoRniNg! hOPe U Hv A pRODUCtIVE daY.
spam,Congratulations!!! You'vvve won a $4539 g!ft card. ClAim n0w!!!
ham,donT fORget tO BRInG THe doCss FOR MeeTin.
spam,Act fassst! L1mited time d!scount on sub$cription.
spam,L0an  pre-appr0ved  ✔✔  applly  fasttt.
ham,"Hey,  are  we  still  on  for  lunch  2morrow?"
ham,gmorning! hope u hv a productive day.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,hapPy BDayyY! 🎂 HV A GR8 DAy.
ham,plzz send me the *report by eve.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,Claim ur fre coupons worth $2945 2dayyy.
ham,"Hey, are we still on for lunch 2mor%row?"
ham,gmorning! hope u hv a productive day.
spam,COngraTUlaTions!!! yOU'vVVe won a $1851 g!Ft caRD. claim n0W!!!
ham,dont forget to bring the docss for meetin.
ham,LeTS cAtCh up ovR ☕ thiS weeKEnD!
